;Unnamed: 0;Unnamed: 0.1;Annee (0);jour (0);mois (0);dist cote (nq);zone;lat (0);long(0);type(0);pavillon;statut de l'attaque(0);type d'attaque(0);Nombre P  Min;Nombre P  max;nombre embarcation;Vol a bord; Kidnapping;blessees; meurtre;Knives ;RPG;descriptif;latitude;longitude;quinzaine_week;newDescriptif;Guns;mousson;distance au port;distance_shorline;lat_area;lon_area
48;48;48;2010;11;5;;BCD;12:31N;047:08E;Chemical Tanker;Bulgaria;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;Pirates boarded and hijacked the tanker along with her 15 crew. Pirates sailed the tanker towards Somali coast. The tanker was released on 09.09.2010. It is believed a ransom was paid for the safe release of the crew and tanker.;12.5166666667;47.1333333333;9.0;pirates boarded and hijacked the tanker along with her 15 crew. pirates sailed the tanker towards somali coast. the tanker was released on 09.09.2010. it is believed a ransom was paid for the safe release of the crew and tanker.;0;0;241.273453864;111.246265944;24;17
49;49;49;2010;2;6;;BCD;13:45N;050:18E;General Cargo;Panama;Steaming;Hijacked;6;6;;0;1;0;1;0;1;Six pirates armed with guns and RPG hijacked the ship and took her 24 crew members hostage and sailed the ship towards Somali coast. On 03.06.2010, Somali soldiers intercepted the ship and rescued the crew and ship after a fierce gun battle between the soldiers and pirates. The Captain of the MV QSM Dubai was killed during the shootout.  The pirates were detained. The Somali soldiers remained onboard to escort the ship to Somalia where the Captain's body was landed.;13.75;50.3;11.0;six pirates armed with guns and rpg hijacked the ship and took her 24 crew members hostage and sailed the ship towards somali coast. on 03.06.2010, somali soldiers intercepted the ship and rescued the crew and ship after a fierce gun battle between the soldiers and pirates. the captain of the mv qsm dubai was killed during the shootout.  the pirates were detained. the somali soldiers remained onboard to escort the ship to somalia where the captain's body was landed.;1;1;533.462068756;121.795107343;25;21
50;50;50;2010;28;6;;BCD;13:24N;049:58E;Chemical Tanker;Singapore;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;Pirates attacked and hijacked the tanker underway.  They sailed the tanker towards Somali coast where it is anchored.  Negotiations in progress. The tanker was released on 05.11.2010.  It is believed a ransom was paid for the safe release of the crew and tanker.;13.4;49.9666666667;12.0;pirates attacked and hijacked the tanker underway.  they sailed the tanker towards somali coast where it is anchored.  negotiations in progress. the tanker was released on 05.11.2010.  it is believed a ransom was paid for the safe release of the crew and tanker.;0;1;549.592472894;146.691278656;25;20
51;51;51;2010;4;7;;BCD;13:16N;042:56E;Chemical Tanker;Marshall Islands;Steaming;Hijacked;-1;-1;;0;0;0;0;0;0;Armed pirates attacked and hijacked the tanker along with her 18 crew.;13.2666666667;42.9333333333;13.0;armed pirates attacked and hijacked the tanker along with her 18 crew.;0;1;173.335700618;31.9923598415;24;13
52;52;52;2010;2;8;;BCD;13:02N;048:54E;General Cargo;Panama;Steaming;Hijacked;-1;-1;;0;1;0;0;0;0;Pirates in three skiffs armed with automatic weapons chased and opened fire on the ship. The pirates boarded and hijacked the ship and took 24 crewmembers as hostage.;13.0333333333;48.9;15.0;pirates in three skiffs armed with automatic weapons chased and opened fire on the ship. the pirates boarded and hijacked the ship and took 24 crewmembers as hostage.;1;1;431.113991575;114.35169995;24;19
53;53;53;2010;5;8;;BCD;13:11N;049:04E;General Cargo;St. Vincent & Grenadines;Steaming;Hijacked;-1;-1;;0;1;1;0;0;0;A general cargo ship was reported hijacked while transiting the Gulf of Aden. 24 crew members were taken hostage and pirates sailed the vessel towards Somalia.  Owners reported two crew members received injuries from stray bullets while resisting the pirates when pirates were boarding the vessel.  The pirates abandoned the vessel the next day due to unknown reasons.  A medical team from a warship provided medical assistance to the injured crew members.  The vessel safely arrived at Port Sudan.;13.1833333333;49.0666666667;15.0;a general cargo ship was reported hijacked while transiting the gulf of aden. 24 crew members were taken hostage and pirates sailed the vessel towards somalia.  owners reported two crew members received injuries from stray bullets while resisting the pirates when pirates were boarding the vessel.  the pirates abandoned the vessel the next day due to unknown reasons.  a medical team from a warship provided medical assistance to the injured crew members.  the vessel safely arrived at port sudan.;0;1;450.228956146;104.061369616;24;19
54;54;54;2010;8;9;;BCD;13:23N;049:58E;Container;Antigua & Barbuda;Steaming;Boarded;9;9;;0;0;0;0;0;0;Armed pirates in a skiff boarded the ship underway. The ship's crew locked themselves in a safe room and requested for assistance. On 09.09.2010 all ship's crew were rescued and nine pirates were apprehended.;13.3833333333;49.9666666667;17.0;armed pirates in a skiff boarded the ship underway. the ship's crew locked themselves in a safe room and requested for assistance. on 09.09.2010 all ship's crew were rescued and nine pirates were apprehended.;0;1;549.397414159;147.969139372;25;20
55;55;55;2010;2;11;;BCD;13:31.42N;048:19.16E;Fishing Vessel;Thailand;Steaming;Hijacked;-1;-1;;0;0;0;1;0;0;The fishing vessel was reported hijacked by pirates. On 03.11.2010 the 23 crew members and 1 Yemeni guard were rescued by Thai Warship.  Remaining 5 (1 Thai (Master), 1 Thai cook, 1 Yemeni security guard and 2 Yemeni fishing department personnel) were confirmed dead. The rescued 23 crew members safely arrived at Thailand.     AFRICA (EXCLUDING SOMALIA / GULF OF ADEN / RED SEA)  Ref Date Time Status Type Name of Ship Type/Flag/Grt/ IMO Number Position Narration;13.5283333333;48.3211111111;21.0;the fishing vessel was reported hijacked by pirates. on 03.11.2010 the 23 crew members and 1 yemeni guard were rescued by thai warship.  remaining 5 (1 thai (master), 1 thai cook, 1 yemeni security guard and 2 yemeni fishing department personnel) were confirmed dead. the rescued 23 crew members safely arrived at thailand.     africa (excluding somalia / gulf of aden / red sea)  ref date time status type name of ship type/flag/grt/ imo number position narration;0;0;375.605803197;50.303975787;25;19
56;56;56;2010;31;5;;A;06:45S;039:20E;Container;Panama;Anchored;Boarded;-1;-1;;0;0;0;0;0;0;Robbers boarded an anchored container ship. They assaulted the forward deck watch keeper, threatened him at knife point and tied him to a pole.  When there was no communication with the forward crew, other crew members were sent forward. Alarm raised and port control contacted. One unarmed security guard was sent onboard the ship. Investigation showed containers were broken into.;-6.75;39.3333333333;10.0;robbers boarded an anchored container ship. they assaulted the forward deck watch keeper, threatened him at knife point and tied him to a pole.  when there was no communication with the forward crew, other crew members were sent forward. alarm raised and port control contacted. one unarmed security guard was sent onboard the ship. investigation showed containers were broken into.;0;0;9.92516566657;4.84160731058;3;9
57;57;57;2010;8;8;;BCD;29:42.0N;048:40.3E;General Cargo;USA;Anchored;Boarded;2;2;;1;0;0;0;0;0;Two robbers armed with AK47 boarded the ship at anchor. They overcome the duty crew, shot and broke the master's office locks. Robbers threatened to shoot the C/E if the master did not hand over the cash box. They stole ship's cash and crew personal belongings and escaped. No injuries to crew. Coalition warship informed.;29.7;48.6675;15.0;two robbers armed with ak47 boarded the ship at anchor. they overcome the duty crew, shot and broke the master's office locks. robbers threatened to shoot the c/e if the master did not hand over the cash box. they stole ship's cash and crew personal belongings and escaped. no injuries to crew. coalition warship informed.;0;1;15.7991935531;25.1776644601;42;19
58;58;58;2010;8;8;;BCD;29:41.7N;048:40.1E;Container;Antigua & Barbuda;Anchored;Boarded;2;2;;1;1;0;0;0;0;Two robbers in a fishing boat armed with AK47 and wearing masks boarded the ship at anchor. They entered the bridge, took the C/O as hostage and went to the master's cabin. They stole ship's cash, and personal belongings of master, C/O, C/E and 2/O, locked them in a cabin and escaped. Coalition warship informed.  ATTEMPTED ATTACKS  1 January ҐЛ_ 31 December 2010   SOUTH EAST ASIA (MALACCA STRAITS)  Ref Date Time Status Type Name of Ship Type/Flag/Grt/ IMO Number Position Narration;29.6852777778;48.6669444444;15.0;two robbers in a fishing boat armed with ak47 and wearing masks boarded the ship at anchor. they entered the bridge, took the c/o as hostage and went to the master's cabin. they stole ship's cash, and personal belongings of master, c/o, c/e and 2/o, locked them in a cabin and escaped. coalition warship informed.  attempted attacks  1 january ҐЛ_ 31 december 2010   south east asia (malacca straits)  ref date time status type name of ship type/flag/grt/ imo number position narration;0;1;16.2377250684;26.8102189171;42;19
59;59;59;2010;4;3;;BCD;03:26S;047:11E;Fishing Vessel;Spain;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;Pirates in two boats attacked and fired upon a fishing vessel underway. The armed guard onboard the fishing vessel returned fire and the pirates aborted the attack.;-3.43333333333;47.1833333333;5.0;pirates in two boats attacked and fired upon a fishing vessel underway. the armed guard onboard the fishing vessel returned fire and the pirates aborted the attack.;0;0;637.971255429;608.530038503;7;17
60;60;60;2010;4;3;;BCD;01:17S;047:07E;Research Vessel;France;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;Armed pirates in two skiffs fired upon the vessel underway. Vessel employed evasive manoeuvres and was able to prevent the boarding before a French naval vessel arrived on scene detaining the pirates.;-1.28333333333;47.1166666667;5.0;armed pirates in two skiffs fired upon the vessel underway. vessel employed evasive manoeuvres and was able to prevent the boarding before a french naval vessel arrived on scene detaining the pirates.;0;0;416.127583049;415.702787173;9;17
61;61;61;2010;5;3;;BCD;02:56S;045:52E;Fishing Vessel;Seychelles;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;Pirates armed with guns in two small skiffs and one large skiff attempted to attack a fishing vessel. Crew raised alarm, informed coalition forces and secured themselves inside the vessel. Security team took their position to resist the attack. A maritime patrol aircraft and two French helicopters arrived at the location and the pirates aborted the attempt.;-2.93333333333;45.8666666667;5.0;pirates armed with guns in two small skiffs and one large skiff attempted to attack a fishing vessel. crew raised alarm, informed coalition forces and secured themselves inside the vessel. security team took their position to resist the attack. a maritime patrol aircraft and two french helicopters arrived at the location and the pirates aborted the attempt.;1;0;552.190798046;463.551602654;7;16
62;62;62;2010;11;3;;BCD;03:32S;062:11E;Container;Liberia;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;Pirates in two skiffs chased and opened fire on the ship underway. Ship enforced anti piracy measures and increased speed and sent SSAS alert. Due to ship's higher speed attack prevented.;-3.53333333333;62.1833333333;5.0;pirates in two skiffs chased and opened fire on the ship underway. ship enforced anti piracy measures and increased speed and sent ssas alert. due to ship's higher speed attack prevented.;0;0;755.651193434;715.428101538;6;34
63;63;63;2010;16;3;;BCD;12:13.5N;063:14.1E;Container;Liberia;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;A container ship underway spotted a skiff departing from an illuminated vessel around 6 NM astern. The skiff chased the ship. Crew enforced anti piracy measures, increased speed, activated fire hoses and directed the search light towards the skiff. Later the skiff aborted the attempt.;12.2180555556;63.2336111111;6.0;a container ship underway spotted a skiff departing from an illuminated vessel around 6 nm astern. the skiff chased the ship. crew enforced anti piracy measures, increased speed, activated fire hoses and directed the search light towards the skiff. later the skiff aborted the attempt.;0;0;1122.37079586;946.703350511;23;35
64;64;64;2010;20;3;;BCD;11:10.0N;062:22.9E;Container;Liberia;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;Five armed pirates chased and attempted to board the ship underway. Master raised alarm, increased speed to 25.5 knots and sounded ship's whistle. Pirates fired upon the ship and came as close as 0.2 NM from the ship before aborting. The pirate skiff was doing approximately 24.5 knots at the time of the attack.;11.1666666667;62.3691666667;6.0;five armed pirates chased and attempted to board the ship underway. master raised alarm, increased speed to 25.5 knots and sounded ship's whistle. pirates fired upon the ship and came as close as 0.2 nm from the ship before aborting. the pirate skiff was doing approximately 24.5 knots at the time of the attack.;0;0;1105.60559503;867.153997038;22;34
65;65;65;2010;22;3;;BCD;15:41.1N;068:16.3E;Tanker;Liberia;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;"A tanker underway observed a craft at 5-6 NM on radar. D/O altered course to increase CPA. Another craft separated from the main craft and proceed at 14 knots towards the tanker. Master raised alarm, increased speed; crew mustered and activated all anti-piracy measures. The crafts chased the tanker for about 45 minutes and later aborted the attempt.";15.6836111111;68.2675;6.0;"a tanker underway observed a craft at 5-6 nm on radar. d/o altered course to increase cpa. another craft separated from the main craft and proceed at 14 knots towards the tanker. master raised alarm, increased speed; crew mustered and activated all anti-piracy measures. the crafts chased the tanker for about 45 minutes and later aborted the attempt.";0;0;594.19193212;547.849362044;27;40
